Feature name (optional)	Standard gene name (optional)	Chromosome (optional)	Start_coordinate (optional)	Stop_coordinate (optional)	Strand (optional)	Description (optional)	rep("Saccharomyces cerevisiae", nrow(inter))	paste0("https://www.yeastgenome.org/locus/", annotations_SC[,
YHL006C	SHU1	8	98795	98343	C	Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Csm2, Shu2, and promotes error-free DNA repair, mediates inhibition of Srs2p function; essential for promoting the establishment of homolog bias during meiotic homologous recombination; promotes both crossover (CO) and non-crossover (NCO) pathways of meiotic recombination and formation of Rad51p filaments	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000998
YHL004W	MRP4	8	99219	100403	W	Mitochondrial ribosomal protein of the small subunit	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000996
YHL005C		8	99220	98828	C	Putative protein of unknown function; conserved among S. cerevisiae strains; YHL005C is not an essential gene	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000997
YHL003C	LAG1	8	101883	100648	C	Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enhances invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000995
YHL002W	HSE1	8	102612	103970	W	Subunit of the endosomal Vps27p-Hse1p complex; complex is required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation, as well as for recycling of Golgi proteins and formation of lumenal membranes	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000994
YHL002C-A		8	103075	102587	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HSE1/YHL002W	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028770
YHL001W	RPL14B	8	104277	105091	W	Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14B has a paralog, RPL14A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000000993
YHR001W	OSH7	8	106055	107368	W	Oxysterol-binding protein; part of family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; OSH7 has a paralog, OSH6, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001043
YHR001W-A	QCR10	8	107826	108122	W	Subunit of the ubiqunol-cytochrome c oxidoreductase complex; this complex comprises part of the mitochondrial respiratory chain; members include Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p and comprises part of the mitochondrial respiratory chain	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003529
YHR002W	LEU5	8	108812	109885	W	Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein SLC25A16, which complements yeast null mutant; does not encode an isozyme of Leu4p, as first hypothesized	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001044
YHR003C	TCD1	8	111317	110028	C	tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog, TCD2, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001045
YHR004C	NEM1	8	113094	111754	C	Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001046
YHR005C	GPA1	8	114917	113499	C	Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001047
YHR005C-A	TIM10	8	115901	115620	C	Essential protein of the mitochondrial intermembrane space; forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003530
YHR006W	STP2	8	117814	119439	W	Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog, STP1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001048
YHR007C	ERG11	8	121683	120091	C	Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001049
YHR007C-A		8	122765	122550	C	Putative protein of unknown function; identified by expression profiling and mass spectrometry; SWAT-GFP fusion protein localizes to the nucleus	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028830
YHR008C	SOD2	8	123590	122889	C	Mitochondrial manganese superoxide dismutase; protects cells against oxygen toxicity and oxidative stress; human mitochondrial SOD2 can complement a yeast null mutant and human cytoplasmic SOD1 can also complement when targeted to the mitochondrial matrix	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001050
YHR009C	TDA3	8	125680	124109	C	Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable, has extended S phase, and sensitive to expression of top1-T722A allele; similar to human FOXRED1	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001051
YHR010W	RPL27A	8	126521	127492	W	Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001052
YHR011W	DIA4	8	127780	129120	W	Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001053
YHR012W	VPS29	8	129481	130448	W	Subunit of the membrane-associated retromer complex; endosomal protein; essential for endosome-to-Golgi retrograde transport; forms a subcomplex with Vps35p and Vps26p that selects cargo proteins for endosome-to-Golgi retrieval	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001054
YHR013C	ARD1	8	131446	130730	C	Subunit of protein N-terminal acetyltransferase NatA; NatA comprises Nat1p, Ard1p, Nat5p; acetylates many proteins to influence telomeric silencing, cell cycle, heat-shock resistance, mating, sporulation, early stages of mitophagy; protein abundance increases under DNA replication stress; mutations in human homolog X-linked NAA10 lead to Ogden syndrome (S37P) and intellectual disability (R116W); expression of human NAA10 and NAA15 can complement ard1 nat1 double mutant	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001055
YHR014W	SPO13	8	132047	132922	W	Meiotic regulator; involved in maintaining sister chromatid cohesion during meiosis I as well as promoting proper attachment of kinetochores to the spindle during meiosis I and meiosis II; anaphase-promoting complex (APC) substrate that is degraded during anaphase I; expressed only in meiotic cells	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001056
YHR015W	MIP6	8	134554	136533	W	Putative RNA-binding protein; interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog, PES4, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001057
YHR016C	YSC84	8	138455	136881	C	Actin-binding protein; involved in bundling of actin filaments and endocytosis of actin cortical patches; activity stimulated by Las17p; contains SH3 domain similar to Rvs167p; YSC84 has a paralog, LSB3, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001058
YHR017W	YSC83	8	138694	139851	W	Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis, peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001059
YHR018C	ARG4	8	141402	140011	C	Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001060
YHR019C	DED81	8	143558	141894	C	Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001061
YHR020W		8	143996	146062	W	Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001062
YHR021C	RPS27B	8	148669	147871	C	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27B has a paralog, RPS27A, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001063
YHR021W-A	ECM12	8	149225	149680	W	Putative protein of unknown function; may contribute to cell wall biosynthesis, mutants display zymolyase hypersensitivity	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000003531
YHR022C		8	150345	149575	C	Putative protein of unknown function; YHR022C is not an essential gene	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001064
YHR022C-A		8	151306	151217	C	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028645
YHR023W	MYO1	8	151666	157452	W	Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001065
YHR024C	MAS2	8	159192	157744	C	Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001066
YHR025W	THR1	8	159438	160511	W	Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001067
YHR026W	VMA16	8	160844	161485	W	Subunit c'' of the vacuolar ATPase; v-ATPase functions in acidification of the vacuole; one of three proteolipid subunits of the V0 domain	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001068
YHR027C	RPN1	8	164711	161730	C	Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions; RP is the acronym for regulatory particle	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001069
YHR028W-A		8	167352	167672	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF DAP2/YHR028C	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028776
YHR028C	DAP2	8	167434	164978	C	Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001070
YHR029C	YHI9	8	168561	167677	C	Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily, though most likely not involved in phenazine production	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001071
