Feature_name	Primary_SGDID	Feature_type	Feature_qualifier	Alias	Parent_feature_name	Secondary_SGDID	Genetic_position	Coordinate_version	Sequence_version	Description
YHR117W	S000001159	ORF	Verified	protein channel TOM71|TOM72	chromosome 8	L000003252	NA	2011-02-03	1996-07-31	Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog, TOM70, that arose from the whole genome duplication
YHR118C	S000001160	ORF	Verified	origin recognition complex subunit 6	chromosome 8	L000001306	NA	2011-02-03	1996-07-31	Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome
YHR119W	S000001161	ORF	Verified	histone methyltransferase SET1|KMT2|YTX1	chromosome 8	L000003286	NA	2011-02-03	1996-07-31	Histone methyltransferase, subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p, allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain
YHR120W	S000001162	ORF	Verified	mismatch repair ATPase MSH1	chromosome 8	L000001189	70.44	2011-02-03	1996-07-31	DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis
YHR121W	S000001163	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress
YHR122W	S000001164	ORF	Verified	iron-sulfur cluster assembly protein CIA2	chromosome 8		NA	2011-02-03	1996-07-31	Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Met18p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human FAM96B
YHR123W	S000001165	ORF	Verified	bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase	chromosome 8	L000000563	NA	2011-02-03	1996-07-31	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability; EPT1 has a paralog, CPT1, that arose from the whole genome duplication
YHR124W	S000001166	ORF	Verified	transcription factor NDT80	chromosome 8	L000003016	NA	2011-02-03	1996-07-31	Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)
YHR125W	S000001167	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative protein of unknown function; conserved across S. cerevisiae strains
YHR126C	S000001168	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the vacuole; transcription dependent upon Azf1p
YHR127W	S000001169	ORF	Verified	HSN1	chromosome 8	L000004353	NA	2011-02-03	1996-07-31	Protein of unknown function; localizes to the nucleus; required for asymmetric localization of Kar9p during mitosis
YHR128W	S000001170	ORF	Verified	uracil phosphoribosyltransferase	chromosome 8	L000000651	91	2011-02-03	2003-09-22|1996-07-31	Uracil phosphoribosyltransferase; synthesizes UMP from uracil; involved in the pyrimidine salvage pathway
YHR129C	S000001171	ORF	Verified	actin-related protein 1|ACT5	chromosome 8	L000000028	NA	2011-02-03	1996-07-31	Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin
YHR130C	S000001172	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative protein of unknown function; conserved among S. cerevisiae strains; YHR130C is not an essential gene
YHR131W-A	S000028782	ORF	Dubious		chromosome 8		NA	2011-02-03	2004-07-26|2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YHR131C
YHR131C	S000001173	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	2004-07-26|1996-07-31	Putative protein of unknown function; GFP-fusion protein localizes to the cytoplasm; overexpression causes cell cycle delay or arrest; contains a PH domain and binds phosphatidylinositols and other lipids in a large-scale study; YHR131C has a paralog, YNL144C, that arose from the whole genome duplication
YHR132C	S000001174	ORF	Verified	putative metallocarboxypeptidase	chromosome 8	L000003889	NA	2011-02-03	1996-07-31	Putative metalloprotease with similarity to zinc carboxypeptidases; required for normal cell wall assembly
YHR132W-A	S000007496	ORF	Verified	phosphatase regulator	chromosome 8		NA	2011-02-03	2000-01-21	Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; IGO2 has a paralog, IGO1, that arose from the whole genome duplication
YHR133C	S000001175	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; forms foci at the nuclear periphery upon DNA replication stress; relocalizes to the cytosol in response to hypoxia; homolog of mammalian INSIG proteins; NSG1 has a paralog, NSG2, that arose from the whole genome duplication
YHR134W	S000001176	ORF	Verified	metalloendopeptidase WSS1	chromosome 8		NA	2011-02-03	1996-07-31	SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan
YHR135C	S000001177	ORF	Verified	serine/threonine protein kinase YCK1|CKI2	chromosome 8	L000002500	NA	2011-02-03	1996-07-31	Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis, proper septin assembly, endocytic trafficking, and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen, causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog, YCK2, that arose from the whole genome duplication
YHR136C	S000001178	ORF	Verified		chromosome 8	L000004174	NA	2011-02-03	1996-07-31	Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm
YHR137W	S000001179	ORF	Verified	aromatic-amino-acid:2-oxoglutarate transaminase	chromosome 8	L000003950	NA	2011-02-03	1996-07-31	Aromatic aminotransferase II; catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism
YHR137C-A	S000028649	ORF	Dubious		chromosome 8		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene ARO9/YHR137W; identified by gene-trapping, expression analysis, and genome-wide homology searching
YHR138C	S000001180	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function; similar to Pbi2p; double null mutant lacking Pbi2p and Yhr138cp exhibits highly fragmented vacuoles; protein abundance increases in response to DNA replication stress
YHR139C	S000001181	ORF	Verified		chromosome 8	L000002027	NA	2011-02-03	1996-07-31	Protein required for spore wall maturation; expressed during sporulation; may be a component of the spore wall; expression also induced in cells treated with the mycotoxin patulin; SPS100 has a paralog, YGP1, that arose from the whole genome duplication
YHR139C-A	S000003533	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative protein of unknown function; conserved across S. cerevisiae strains
YHR140W	S000001182	ORF	Uncharacterized		chromosome 8		NA	2011-02-03	1996-07-31	Putative integral membrane protein of unknown function
YHR141C	S000001183	ORF	Verified	eL42|ribosomal 60S subunit protein L42B|L44e|YP44|YL27|L42B|L41B|MAK18	chromosome 8	L000001732|L000000990	95	2011-02-03	1996-07-31	Ribosomal 60S subunit protein L42B; required for propagation of the killer toxin-encoding M1 double-stranded RNA satellite of the L-A double-stranded RNA virus; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42B has a paralog, RPL42A, that arose from the whole genome duplication
YHR142W	S000001184	ORF	Verified		chromosome 8	S000007442	NA	2011-02-03	1996-07-31	Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress
YHR143W	S000001186	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; expression is repressed by cAMP
YHR143W-A	S000001185	ORF	Verified	DNA-directed RNA polymerase core subunit RPC10|ABC10-alpha|RPB12	chromosome 8	L000001686	NA	2011-02-03	1996-07-31	RNA polymerase subunit ABC10-alpha, found in RNA pol I, II, and III; relocalizes from nucleolus to cytoplasm upon DNA replication stress
YHR144C	S000001187	ORF	Verified	deoxycytidine monophosphate deaminase	chromosome 8	L000000496	NA	2011-02-03	1996-07-31	Deoxycytidine monophosphate (dCMP) deaminase; involved in dUMP and dTMP biosynthesis; expression is NOT cell cycle regulated
YHR145C	S000001188	ORF	Dubious		chromosome 8		NA	2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YHR146W	S000001189	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein that binds to cruciform DNA structures; CRP1 has a paralog, MDG1, that arose from the whole genome duplication
YHR147C	S000001190	ORF	Verified	mitochondrial 54S ribosomal protein YmL16|YmL16	chromosome 8	L000001161	NA	2011-02-03	1996-07-31	Mitochondrial ribosomal protein of the large subunit
YHR148W	S000001191	ORF	Verified	snoRNA-binding rRNA-processing protein IMP3	chromosome 8	S000007425	NA	2011-02-03	1996-07-31	Component of the SSU processome; SSU processome is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA
YHR149C	S000001192	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Integral membrane protein; localizes primarily to growing sites such as the bud tip or the cell periphery; potential Cdc28p substrate; Skg6p interacts with Zds1p and Zds2p; SKG6 has a paralog, TOS2, that arose from the whole genome duplication
YHR150W	S000001193	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Peroxisomal integral membrane peroxin; involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p
YHR151C	S000001194	ORF	Verified		chromosome 8		NA	2011-02-03	1996-07-31	Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum
YHR152W	S000001195	ORF	Verified	SDB21	chromosome 8	L000002003|S000029441|L000001821	83	2011-02-03	1996-07-31	Nucleolar protein of unknown function; positive regulator of mitotic exit; involved in regulating release of Cdc14p from the nucleolus in early anaphase, may play similar role in meiosis; SPO12 has a paralog, BNS1, that arose from the whole genome duplication
YHR153C	S000001196	ORF	Verified		chromosome 8	L000002007	83	2011-02-03	1996-07-31	Meiosis-specific protein involved in synaptonemal complex assembly; implicated in regulation of crossover formation; required for sporulation
YHR154W	S000001197	ORF	Verified	ESC4	chromosome 8	L000004424	NA	2011-02-03	1996-07-31	Protein implicated in Mms22-dependent DNA repair during S phase; involved in recruiting the SMC5/6 complex to double-strand breaks; DNA damage induces phosphorylation by Mec1p at one or more SQ/TQ motifs; interacts with Mms22p and Slx4p; has four BRCT domains; has a role in regulation of Ty1 transposition; relative distribution to nuclear foci increases upon DNA replication stress
