Feature name (mandatory)	Gene name (locus name)	Chromosome	Start Coordinate	Stop Coordinate	Strand	Description	rep("Candida glabrata", nrow(inter))	paste0("http://www.candidagenome.org/cgi-bin/locus.pl?dbid=", 
C6_02750C_B	LYS14	Ca22chr6B_C_albicans_SC5314	568831	567053	C	Zn(II)2Cys6 transcription factor; has similarity to S. cerevisiae Lys14, which is a transcription factor involved in the regulation of lysine biosynthesis genes	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192338
C6_02760W_A		Ca22chr6A_C_albicans_SC5314	569269	569946	W	Ortholog of C. dubliniensis CD36 : Cd36_63380 and Candida albicans WO-1 : CAWG_05071	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198824
C6_02760W_B		Ca22chr6B_C_albicans_SC5314	569219	569896	W	Ortholog of C. dubliniensis CD36 : Cd36_63380 and Candida albicans WO-1 : CAWG_05071	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181466
C6_02770W_A	MRT4	Ca22chr6A_C_albicans_SC5314	570239	570931	W	Putative mRNA turnover protein; Hap43-induced; mutation confers hypersensitivity to tubercidin (7-deazaadenosine); rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181896
C6_02770W_B	MRT4	Ca22chr6B_C_albicans_SC5314	570187	570879	W	Putative mRNA turnover protein; Hap43-induced; mutation confers hypersensitivity to tubercidin (7-deazaadenosine); rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197816
C6_02780C_A	MIF2	Ca22chr6A_C_albicans_SC5314	572925	571363	C	Centromere-associated protein; similar to CENP-C proteins; Cse4p and Mif2p colocalize at C. albicans centromeres	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174202
C6_02780C_B	MIF2	Ca22chr6B_C_albicans_SC5314	572873	571311	C	Centromere-associated protein; similar to CENP-C proteins; Cse4p and Mif2p colocalize at C. albicans centromeres	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191693
C6_02790C_A		Ca22chr6A_C_albicans_SC5314	575498	573291	C	Putative transcriptional regulator of ribonucleotide reductase genes; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201185
C6_02790C_B		Ca22chr6B_C_albicans_SC5314	575446	573239	C	Putative transcriptional regulator of ribonucleotide reductase genes; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185274
C6_02800W_A		Ca22chr6A_C_albicans_SC5314	576265	576792	W	Ortholog(s) have methionine-R-sulfoxide reductase activity and role in cellular response to oxidative stress	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182985
C6_02800W_B		Ca22chr6B_C_albicans_SC5314	576212	576739	W	Ortholog(s) have methionine-R-sulfoxide reductase activity and role in cellular response to oxidative stress	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189269
C6_02810C_A		Ca22chr6A_C_albicans_SC5314	580438	577043	C	Ortholog of C. dubliniensis CD36 : Cd36_63300, Candida tropicalis MYA-3404 : CTRG_05769 and Candida albicans WO-1 : CAWG_05077	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184089
C6_02810C_B		Ca22chr6B_C_albicans_SC5314	580383	576988	C	Ortholog of C. dubliniensis CD36 : Cd36_63300, Candida tropicalis MYA-3404 : CTRG_05769 and Candida albicans WO-1 : CAWG_05077	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195805
C6_02820W_A		Ca22chr6A_C_albicans_SC5314	582651	582959	W	Ortholog of Candida albicans WO-1 : CAWG_05078	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189434
C6_02820W_B		Ca22chr6B_C_albicans_SC5314	582596	582904	W	Ortholog of Candida albicans WO-1 : CAWG_05078	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186160
C6_02830W_A	MNN45	Ca22chr6A_C_albicans_SC5314	583525	586143	W	Mannosyltransferase; transcript upregulated in Ssk1 response regulator mutant or in nik1 null mutant, but not in chk1 or sln1 null mutants; pheromone induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175223
C6_02830W_B	MNN45	Ca22chr6B_C_albicans_SC5314	583470	586088	W	Mannosyltransferase; transcript upregulated in Ssk1 response regulator mutant or in nik1 null mutant, but not in chk1 or sln1 null mutants; pheromone induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190477
C6_02840C_A	RBF1	Ca22chr6A_C_albicans_SC5314	587995	586391	C	Transcription factor; glutamine-rich activation domain; binds RPG-box DNA sequences; predominantly nuclear; mutation causes accelerated induction of filamentous growth; antigenic during human oral infection; Sko1p-repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186291
C6_02840C_B	RBF1	Ca22chr6B_C_albicans_SC5314	587943	586339	C	Transcription factor; glutamine-rich activation domain; binds RPG-box DNA sequences; predominantly nuclear; mutation causes accelerated induction of filamentous growth; antigenic during human oral infection; Sko1p-repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198560
C6_02850W_A	RAV2	Ca22chr6A_C_albicans_SC5314	588696	589763	W	Protein similar to S. cerevisiae Rav2; a regulator of (H+)-ATPase in vacuolar membrane; transposon mutation affects filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180766
C6_02850W_B	RAV2	Ca22chr6B_C_albicans_SC5314	588643	589710	W	Protein similar to S. cerevisiae Rav2; a regulator of (H+)-ATPase in vacuolar membrane; transposon mutation affects filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197344
C6_02860W_A	STE23	Ca22chr6A_C_albicans_SC5314	590320	593553	W	Ortholog of S. cerevisiae Ste23 metalloprotease; role in N-terminal processing of pro-a-factor to the mature form; Tn mutation affects filamentous growth; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182147
C6_02860W_B	STE23	Ca22chr6B_C_albicans_SC5314	590270	593503	W	Ortholog of S. cerevisiae Ste23 metalloprotease; role in N-terminal processing of pro-a-factor to the mature form; Tn mutation affects filamentous growth; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174225
C6_02870W_A	RNH1	Ca22chr6A_C_albicans_SC5314	594266	594967	W	Ribonuclease H (RNAse H); hyphal-induced; flucytosine induced; similar to orf19.5564 (see Locus History); possibly essential (UAU1 method); rat catheter biofilm induced; flow model biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191701
C6_02870W_B	RNH1	Ca22chr6B_C_albicans_SC5314	594217	594918	W	Ribonuclease H (RNAse H); hyphal-induced; flucytosine induced; similar to orf19.5564 (see Locus History); possibly essential (UAU1 method); rat catheter biofilm induced; flow model biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194678
C6_02880W_A		Ca22chr6A_C_albicans_SC5314	596395	597093	W	Ortholog(s) have RNA-DNA hybrid ribonuclease activity, role in RNA catabolic process and nuclear chromatin localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184579
C6_02880W_B		Ca22chr6B_C_albicans_SC5314	596350	597048	W	Ortholog(s) have RNA-DNA hybrid ribonuclease activity, role in RNA catabolic process and nuclear chromatin localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199775
C6_02890C_A	HPD1	Ca22chr6A_C_albicans_SC5314	598598	597534	C	3-hydroxypropionate dehydrogenase; involved in degradation of toxic propionyl-CoA; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185703
C6_02890C_B	HPD1	Ca22chr6B_C_albicans_SC5314	598553	597489	C	3-hydroxypropionate dehydrogenase; involved in degradation of toxic propionyl-CoA; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201563
C6_02900C_A		Ca22chr6A_C_albicans_SC5314	601172	599811	C	Ortholog(s) have role in protein lipoylation and mitochondrion localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187056
C6_02900C_B		Ca22chr6B_C_albicans_SC5314	601125	599764	C	Ortholog(s) have role in protein lipoylation and mitochondrion localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197818
C6_02910W_A	POP4	Ca22chr6A_C_albicans_SC5314	601321	602160	W	Ortholog of S. cerevisiae Pop4; a subunit of both RNase MRP and nuclear RNase P; filament induced; regulated by Nrg1, Tup1; likely essential, based on UAU1 strategy; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177017
C6_02910W_B	POP4	Ca22chr6B_C_albicans_SC5314	601274	602113	W	Ortholog of S. cerevisiae Pop4; a subunit of both RNase MRP and nuclear RNase P; filament induced; regulated by Nrg1, Tup1; likely essential, based on UAU1 strategy; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189020
C6_02920C_A	VPS51	Ca22chr6A_C_albicans_SC5314	603142	602192	C	Protein with a role in vacuolar function; null mutant has defect in damaging oral epithelial and vascular endothelial cells; required for normal hyphal growth and stress resistance; induced in presence of host oral or vascular cells	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189610
C6_02920C_B	VPS51	Ca22chr6B_C_albicans_SC5314	603095	602145	C	Protein with a role in vacuolar function; null mutant has defect in damaging oral epithelial and vascular endothelial cells; required for normal hyphal growth and stress resistance; induced in presence of host oral or vascular cells	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179985
C6_02930W_A		Ca22chr6A_C_albicans_SC5314	603414	606363	W	Ortholog(s) have role in maintenance of rDNA, mitotic sister chromatid segregation and chromosome, telomeric region, nuclear envelope localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183615
C6_02930W_B		Ca22chr6B_C_albicans_SC5314	603367	606316	W	Ortholog(s) have role in maintenance of rDNA, mitotic sister chromatid segregation and chromosome, telomeric region, nuclear envelope localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174792
C6_02940C_A		Ca22chr6A_C_albicans_SC5314	607859	606561	C	Protein of unknown function; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191757
C6_02940C_B		Ca22chr6B_C_albicans_SC5314	607812	606514	C	Protein of unknown function; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176062
C6_02950C_A		Ca22chr6A_C_albicans_SC5314	609775	608693	C	Protein of unknown function; expression downregulated in an ssr1 null mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190125
C6_02950C_B		Ca22chr6B_C_albicans_SC5314	609727	608645	C	Protein of unknown function; expression downregulated in an ssr1 null mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200524
C6_02960W_A		Ca22chr6A_C_albicans_SC5314	610396	611592	W	Ortholog of S. cerevisiae : MCY1, C. glabrata CBS138 : CAGL0F08789g, C. dubliniensis CD36 : Cd36_63080, C. parapsilosis CDC317 : CPAR2_602080 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_96248	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195320
C6_02960W_B		Ca22chr6B_C_albicans_SC5314	610346	611542	W	Ortholog of S. cerevisiae : MCY1, C. glabrata CBS138 : CAGL0F08789g, C. dubliniensis CD36 : Cd36_63080, C. parapsilosis CDC317 : CPAR2_602080 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_96248	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186769
C6_02970C_A		Ca22chr6A_C_albicans_SC5314	613338	611719	C	Putative peripheral peroxisomal membrane peroxin; required for regulating peroxisome size and maintenance; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190889
C6_02970C_B		Ca22chr6B_C_albicans_SC5314	613294	611672	C	Putative peripheral peroxisomal membrane peroxin; required for regulating peroxisome size and maintenance; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175653
C6_02980C_A		Ca22chr6A_C_albicans_SC5314	616048	614384	C	Putative pantothenate kinase; ortholog of S. cerevisiae Cab1; transposon mutation affects filamentous growth; repressed in core stress response	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178336
C6_02980C_B		Ca22chr6B_C_albicans_SC5314	616005	614341	C	Putative pantothenate kinase; ortholog of S. cerevisiae Cab1; transposon mutation affects filamentous growth; repressed in core stress response	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181220
C6_02990W_A		Ca22chr6A_C_albicans_SC5314	617910	619601	W	Ortholog of C. dubliniensis CD36 : Cd36_63050 and Candida albicans WO-1 : CAWG_05094	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185102
C6_02990W_B		Ca22chr6B_C_albicans_SC5314	617868	619559	W	Ortholog of C. dubliniensis CD36 : Cd36_63050 and Candida albicans WO-1 : CAWG_05094	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190974
C6_03000C_A		Ca22chr6A_C_albicans_SC5314	620915	620109	C	Protein with a predicted double-strand break repair domain; Hap43-repressed gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178848
C6_03000C_B		Ca22chr6B_C_albicans_SC5314	620873	620067	C	Protein with a predicted double-strand break repair domain; Hap43-repressed gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189578
C6_03010W_A	TEL1	Ca22chr6A_C_albicans_SC5314	621127	629748	W	Ortholog(s) have protein serine/threonine kinase activity, telomeric DNA binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195481
C6_03010W_B	TEL1	Ca22chr6B_C_albicans_SC5314	621085	629706	W	Ortholog(s) have protein serine/threonine kinase activity, telomeric DNA binding activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183825
C6_03020W_A	PEP3	Ca22chr6A_C_albicans_SC5314	630448	632880	W	Peptidase; activity useful for strain identification by multilocus enzyme electrophoresis (MLEE); clade-associated gene expression	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182547
C6_03020W_B	PEP3	Ca22chr6B_C_albicans_SC5314	630406	632838	W	Peptidase; activity useful for strain identification by multilocus enzyme electrophoresis (MLEE); clade-associated gene expression	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196290
C6_03030W_A	SAP5	Ca22chr6A_C_albicans_SC5314	635173	636429	W	Biofilm-specific aspartyl protease; virulence role effected by URA3; expressed during infection; mRNA localized to hyphal tip via She3; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193807
C6_03030W_B	SAP5	Ca22chr6B_C_albicans_SC5314	635131	636387	W	Biofilm-specific aspartyl protease; virulence role effected by URA3; expressed during infection; mRNA localized to hyphal tip via She3; rat catheter and Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177843
C6_03040C_A		Ca22chr6A_C_albicans_SC5314	640202	637254	C	Ortholog(s) have phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity, role in phosphatidylinositol dephosphorylation and PAS complex, fungal-type vacuole membrane, nuclear periphery localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199050
C6_03040C_B		Ca22chr6B_C_albicans_SC5314	640160	637212	C	Ortholog(s) have phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity, role in phosphatidylinositol dephosphorylation and PAS complex, fungal-type vacuole membrane, nuclear periphery localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184556
C6_03050C_A		Ca22chr6A_C_albicans_SC5314	641836	640436	C	Protein of unknown function; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191430
C6_03050C_B		Ca22chr6B_C_albicans_SC5314	641794	640394	C	Protein of unknown function; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182828
C6_03060W_A	PGA60	Ca22chr6A_C_albicans_SC5314	643530	645755	W	Putative GPI-anchored adhesin-like protein; hyphal-induced expression	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190944
C6_03060W_B	PGA60	Ca22chr6B_C_albicans_SC5314	643489	645714	W	Putative GPI-anchored adhesin-like protein; hyphal-induced expression	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179391
C6_03070C_A		Ca22chr6A_C_albicans_SC5314	646484	646161	C	Protein of unknown function; transcript detected on high-resolution tiling arrays	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195241
C6_03070C_B		Ca22chr6B_C_albicans_SC5314	646445	646121	C	Protein of unknown function; transcript detected on high-resolution tiling arrays	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186642
C6_03080C_A	ADO1	Ca22chr6A_C_albicans_SC5314	647655	646612	C	Adenosine kinase; heterozygous null mutant is resistant to cordycepin in C. albicans fitness test; ketoconazole-induced; protein level decrease in stationary phase cultures; sumoylation target; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187548
